year,nace_r2_code,nace_r2_name.x,valI_CT,valI_Cult,valI_GFCF,valI_IT,valI_OCon,valI_OIPP,valI_OMach,valI_RD,valI_Rstruc,valI_Soft_DB,valI_TraEq,valIp_CT,valIp_Cult,valIp_GFCF,valIp_IT,valIp_OCon,valIp_OIPP,valIp_OMach,valIp_RD,valIp_Rstruc,valIp_Soft_DB,valIp_TraEq,valIpyp_CT,valIpyp_Cult,valIpyp_GFCF,valIpyp_IT,valIpyp_OCon,valIpyp_OIPP,valIpyp_OMach,valIpyp_RD,valIpyp_Rstruc,valIpyp_Soft_DB,valIpyp_TraEq,valIq_CT,valIq_Cult,valIq_GFCF,valIq_IT,valIq_OCon,valIq_OIPP,valIq_OMach,valIq_RD,valIq_Rstruc,valIq_Soft_DB,valIq_TraEq,valK_CT,valK_Cult,valK_GFCF,valK_IT,valK_OCon,valK_OIPP,valK_OMach,valK_RD,valK_Rstruc,valK_Soft_DB,valK_TraEq,valKpyp_CT,valKpyp_Cult,valKpyp_GFCF,valKpyp_IT,valKpyp_OCon,valKpyp_OIPP,valKpyp_OMach,valKpyp_RD,valKpyp_Rstruc,valKpyp_Soft_DB,valKpyp_TraEq,valKq_CT,valKq_Cult,valKq_GFCF,valKq_IT,valKq_OCon,valKq_OIPP,valKq_OMach,valKq_RD,valKq_Rstruc,valKq_Soft_DB,valKq_TraEq,valShare_E111,valShare_E112,valShare_E121,valShare_E122,valShare_E131,valShare_E132,valShare_E211,valShare_E212,valShare_E221,valShare_E222,valShare_E231,valShare_E232,valShare_E311,valShare_E312,valShare_E321,valShare_E322,valShare_E331,valShare_E332,valShare_W111,valShare_W112,valShare_W121,valShare_W122,valShare_W131,valShare_W132,valShare_W211,valShare_W212,valShare_W221,valShare_W222,valShare_W231,valShare_W232,valShare_W311,valShare_W312,valShare_W321,valShare_W322,valShare_W331,valShare_W332,nace_r2_name.y,valCOMP,valEMP,valEMPE,valGO_CP,valGO_PI,valGO_PYP,valGO_Q,valH_EMP,valH_EMPE,valII_CP,valII_PI,valII_PYP,valII_Q,valVA_CP,valVA_PI,valVA_PYP,valVA_Q,nace_r2_name,valueCAP,valueCAPEconComp_QI,valueCAPICT_QI,valueCAPInnovprop_QI,valueCAPIntang_QI,valueCAPNICT_QI,valueCAPTang_QI,valueCAP_QI,valueLAB,valueLAB_QI,valueLP1ConEconComp,valueLP1ConInnovprop,valueLP1ConIntang,valueLP1ConIntangNA,valueLP1ConIntangnonNA,valueLP1ConLC,valueLP1ConTFP,valueLP1ConTangICT,valueLP1ConTangNICT,valueLP1Con_Soft_DB,valueLP1TFP_I,valueLP1_G,valueLP2ConEconComp,valueLP2ConIntang,valueLP2ConIntangNA,valueLP2ConIntangnonNA,valueLP2ConLC,valueLP2ConTFP,valueLP2ConTangICT,valueLP2ConTangNICT,valueLP2Con_Soft_DB,valueLP2TFP_I,valueLP2_G,valueVAConEconComp,valueVAConH,valueVAConInnovprop,valueVAConIntang,valueVAConIntangNA,valueVAConIntangnonNA,valueVAConLC,valueVAConTFP,valueVAConTangICT,valueVAConTangNICT,valueVACon_Soft_DB,valueVATFP_I,valueVAadj_G
1995,C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,,0,21612,,6465,0,12556,438,0,371,1775,,0,28.6984151990472,,15.8514232977346,0,,12.4636688620482,0,37.477680047409,45.0850505397703,,0,0,,0,0,0,,0,0,0,,0,75307.294323059,,40784.9811248429,0,,3514.21403158188,0,989.922533974056,3937.00346067981,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacture of rubber and plastic products and other non-metallic mineral products,52346,66.28,62.98,281941,35.078087435454,,803752.486559566,,,187355,37.5078790569402,,499508.38253365,94586,29.4470672345892,,321206.859910644,Manufacture of rubber and plastic products and other non-metallic mineral products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",,0,19137,,4135,0,13442,96,0,446,1014,,0,31.1414605725209,,16.0695011976538,0,,12.729659752947,0,37.3994213404296,48.9587617887665,,0,0,,0,0,0,,0,0,0,,0,61451.8383151445,,25731.9748083016,0,,754.144273006005,0,1192.53182005216,2071.13081081365,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",77677,97.97,92.49,440103,31.7163563116196,,1387621.5655919,,,321680,35.9480960376366,,894845.72329842,118423,22.2928304868937,,531215.63037777,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,C26,"Manufacture of computer, electronic and optical products",,0,11093,,3479,0,4939,1138,0,853,684,,0,32.5528884978207,,15.8410014504977,0,,12.5225205971942,0,37.7576289784672,50.9964569793852,,0,0,,0,0,0,,0,0,0,,0,34076.8531208609,,21961.9953376791,0,,9087.6272964964,0,2259.14609332715,1341.26964992195,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manufacture of computer, electronic and optical products",20297,40.32,39.1,132693,130.796061721486,,101450.302290105,,,92033,119.361291174616,,77104.5613651775,40660,181.772710927055,,22368.5941595033,"Manufacture of computer, electronic and optical products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,C26-C27,"Computer, electronic, optical products; electrical equipment",,0,22134,,5408,0,11703,2321,0,1059,1647,,0,31.6378546847346,,15.764882981719,0,,12.5272326437275,0,37.7499966979004,47.0645058873157,,0,0,,0,0,0,,0,0,0,,0,69960.4958065623,,34304.0922426835,0,,18527.6354803081,0,2805.29825863243,3499.45244074874,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Computer, electronic, optical products; electrical equipment",54734,92.06,89.81,305591,96.8020464295805,0,315686.507952396,,,219280,96.0073644018981,0,228399.145592695,86311,91.1265745530548,,94715.5101827611,"Computer, electronic, optical products; electrical equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,C27,Manufacture of electrical equipment,,0,11041,,1929,0,6764,1183,0,206,963,,0,29.7448873594608,,15.662523142671,0,,12.5310243458276,0,37.8060568160464,44.2567772772332,,0,0,,0,0,0,,0,0,0,,0,37118.9840679906,,12316.0233024309,0,,9440.56900179833,0,544.88623609264,2175.93792238323,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacture of electrical equipment,34437,51.74,50.71,172898,42.4911634808736,,406903.42611547,,,127247,48.3553097471869,,263150.004963835,45651,28.9320776116078,,157786.801946378,Manufacture of electrical equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,C28,Manufacture of machinery and equipment n.e.c.,,0,8062,,1822,0,4705,624,0,287,624,,0,32.0553562929454,,15.8566143135742,0,,12.5168225647609,0,37.4195335287996,42.4123265164598,,0,0,,0,0,0,,0,0,0,,0,25150.2429931632,,11490.4730856717,0,,4985.29076985379,0,766.9790960358,1471.27038588141,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacture of machinery and equipment n.e.c.,43076,60.08,57.04,158516,38.2548038287115,,414368.874324298,,,101649,39.985587058398,,254214.099324199,56867,36.6041096616463,,155356.87256337,Manufacture of machinery and equipment n.e.c.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",,0,27428,,4560,0,18508,1260,0,1138,1965,,0,28.0514898379374,,14.5262284036296,0,,12.5053233132113,0,81.3218567923604,54.5649248066127,,0,0,,0,0,0,,0,0,0,,0,97777.3378828023,,31391.4931893857,0,,10075.7091075676,0,1399.37778708824,3601.21452923154,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",29895,39.96,39.96,366334,48.9984730412423,,747643.70655317,,,304095,49.3186870749655,,616591.83979851,62239,46.9120804668786,,132671.583482516,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",,0,6613,,2457,0,3046,112,0,241,756,,0,29.2141316856603,,15.9771608957629,0,,12.5665587775507,0,37.7595563006143,43.1901002461624,,0,0,,0,0,0,,0,0,0,,0,22636.3051661261,,15378.2015217208,0,,891.254336072338,0,638.249025177447,1750.40112361669,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",30295,68.72,58.93,116119,31.3122258905184,,370842.368108879,,,69441,33.0032295659455,,210406.681143875,46678,29.6870415332261,,157233.586067367,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,D,"Electricity, gas, steam and air conditioning supply",,0,78040,,32045,0,42594,14,0,1165,2230,,0,23.5401400635549,,13.0992166341417,0,,13.4215043397579,0,37.0174874816804,52.3649822705982,,0,0,,0,0,0,,0,0,0,,0,331518.843088033,,244632.949396975,0,,104.31021475386,0,3147.16119125196,4258.57109714347,,0,1023000,,460000,0,,0,0,3000,20000,,0,,,,0,,,0,,,,0,4724218.46072052,,2901828.4969454,0,,,0,9960.20310312617,60587.9345126957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam and air conditioning supply",83786,62.76,62.76,379339,16.7792402561089,,2260763.86183154,98836,98836,252212,20.6623535214302,,1220635.39247073,127127,12.4388154855696,,1022018.53663222,"Electricity, gas, steam and air conditioning supply",62361.098,153.33546,18.542484,122.7125,116.6851,55.160206,55.159271,59.387569,83786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,D-E,"Electricity, gas, steam; water supply, sewerage, waste management",,0,98179,,43638,0,48992,70,0,1511,3973,,0,24.571711596463,,14.8189111195238,0,,12.5215395506113,0,37.0973164522066,45.750687241966,,0,0,,0,0,0,,0,0,0,,0,399561.095345643,,294475.077473858,0,,559.036688077088,0,4073.07089704631,8684.0225568364,,0,1583000,,955000,0,,0,0,3000,32000,,0,,,,0,,,0,,,,0,9945809.51847117,,7855342.93834643,0,,,0,11304.8475876807,103203.166248148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",124302,122.69,121.59,478773,17.7013409128157,0,2704727.29923737,204134,201558,302854,21.431471903513,0,1413127.3921058,175919,13.5910496476858,,1294373.90459356,"Electricity, gas, steam; water supply, sewerage, waste management",72970.133,127.63244,18.108372,29858.602,9593.3721,454.86295,81.457298,444.41901,125890.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,E,"Water supply; sewerage, waste management and remediation activities",,0,20139,,11593,0,6398,56,0,346,1743,,0,24.990831524217,,15.7729684592842,0,,12.2439231380898,0,37.3068337053367,39.7803723243801,,0,0,,0,0,0,,0,0,0,,0,80585.553867964,,73499.1642817635,0,,457.369744716781,0,927.444024686838,4381.5577837912,,0,560000,,495000,0,,0,0,0,12000,,0,,,,0,,,0,,,,0,5195542.86386243,,5129779.64915175,0,,,0,,42078.1526249646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Water supply; sewerage, waste management and remediation activities",40516,59.93,58.83,99434,21.2818507821381,,467224.401758587,105298,102722,50642,25.8168402340138,,196158.784502523,48792,17.2907881034557,,282184.939796056,"Water supply; sewerage, waste management and remediation activities",11181.632,63.876518,16.841753,58.246742,53.799217,105.82857,105.69238,104.3612,41532.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,F,Construction,,0,29570,,15807,0,7339,24,0,349,6043,,0,33.3529207354933,,18.8641000674603,0,,13.2897079887848,0,37.5245726460305,36.207875132791,,0,0,,0,0,0,,0,0,0,,0,88657.9026601779,,83794.0847613841,0,,180.590875437245,0,930.057227545585,16689.7393946415,,0,347000,,231000,0,,0,0,0,52000,,0,,,,0,,,0,,,,0,1727866.66850741,,1471219.4733982,0,,,0,,176207.956844577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,132222,221.25,183.37,605950,23.5963872383781,,2567977.85982449,434675,351656,359427,27.1106261856849,,1325779.04153976,246523,18.3829581918911,,1341040.96536946,Construction,100292.59,63.72541,9.7721491,63.273384,60.567863,70.465363,70.465363,68.709038,163436.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,,0,71106,,26560,0,33269,1029,0,2372,7438,,0,29.6074132997897,,15.8416564750552,0,,12.492745359919,0,37.4287119860461,39.7921951109483,,0,0,,0,0,0,,0,0,0,,0,240162.824357591,,167659.234637629,0,,8236.78039017255,0,6337.38078105469,18692.1077846081,,0,789000,,394000,0,,3000,0,3000,95000,,0,,,,0,,,0,,,,0,3348151.23777714,,2456449.30224843,0,,27600.2338967196,0,8873.30480012359,290490.463362049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,254613,471.36,365.29,1034417,26.1152233649016,0,3960973.20534596,889460,639916,615797,30.1649709910277,0,2041430.77141749,418620,21.3522221127127,,1960545.36052602,Wholesale and retail trade; repair of motor vehicles and motorcycles,108765.66,40.275204,11.634813,38.20565,36.267597,54.859131,62.383152,29.383862,353902.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,,0,6938,,2905,0,1720,0,0,252,2002,,0,31.4007658942577,,15.1268937512811,0,,0,0,37.4502071122679,38.0191343897746,,0,0,,0,0,0,0,0,0,0,,0,22095.0024702065,,19204.2070749255,0,,0,0,672.893474913387,5265.76954508055,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wholesale and retail trade and repair of motor vehicles and motorcycles,18809,44.22,34.35,107012,41.691255709299,,256677.325207385,,,65766,39.3710967258896,,167041.320839695,41246,44.9400699068077,,91780.0085436714,Wholesale and retail trade and repair of motor vehicles and motorcycles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,G46,"Wholesale trade, except of motor vehicles and motorcycles",,0,35463,,12753,0,17629,1007,0,1393,2423,,0,29.0657771947523,,15.7221643407733,0,,12.5131631982453,0,37.1915830922157,42.1451824742069,,0,0,,0,0,0,,0,0,0,,0,122009.467568625,,81114.7862570477,0,,8047.52550611034,0,3745.47110981022,5749.17430119775,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wholesale trade, except of motor vehicles and motorcycles",131446,67.95,63.17,513664,22.3667050068563,,2296556.42099514,,,340720,26.4591992513624,,1287718.48597216,172944,17.1413416912714,,1008929.19069495,"Wholesale trade, except of motor vehicles and motorcycles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
