nace_r2_code,year,nace_r2_name.x,valI_CT,valI_Cult,valI_GFCF,valI_IT,valI_OCon,valI_OIPP,valI_OMach,valI_RD,valI_Rstruc,valI_Soft_DB,valI_TraEq,valIp_CT,valIp_Cult,valIp_GFCF,valIp_IT,valIp_OCon,valIp_OIPP,valIp_OMach,valIp_RD,valIp_Rstruc,valIp_Soft_DB,valIp_TraEq,valIpyp_CT,valIpyp_Cult,valIpyp_GFCF,valIpyp_IT,valIpyp_OCon,valIpyp_OIPP,valIpyp_OMach,valIpyp_RD,valIpyp_Rstruc,valIpyp_Soft_DB,valIpyp_TraEq,valIq_CT,valIq_Cult,valIq_GFCF,valIq_IT,valIq_OCon,valIq_OIPP,valIq_OMach,valIq_RD,valIq_Rstruc,valIq_Soft_DB,valIq_TraEq,valK_CT,valK_Cult,valK_GFCF,valK_IT,valK_OCon,valK_OIPP,valK_OMach,valK_RD,valK_Rstruc,valK_Soft_DB,valK_TraEq,valKpyp_CT,valKpyp_Cult,valKpyp_GFCF,valKpyp_IT,valKpyp_OCon,valKpyp_OIPP,valKpyp_OMach,valKpyp_RD,valKpyp_Rstruc,valKpyp_Soft_DB,valKpyp_TraEq,valKq_CT,valKq_Cult,valKq_GFCF,valKq_IT,valKq_OCon,valKq_OIPP,valKq_OMach,valKq_RD,valKq_Rstruc,valKq_Soft_DB,valKq_TraEq,valShare_E111,valShare_E112,valShare_E121,valShare_E122,valShare_E131,valShare_E132,valShare_E211,valShare_E212,valShare_E221,valShare_E222,valShare_E231,valShare_E232,valShare_E311,valShare_E312,valShare_E321,valShare_E322,valShare_E331,valShare_E332,valShare_W111,valShare_W112,valShare_W121,valShare_W122,valShare_W131,valShare_W132,valShare_W211,valShare_W212,valShare_W221,valShare_W222,valShare_W231,valShare_W232,valShare_W311,valShare_W312,valShare_W321,valShare_W322,valShare_W331,valShare_W332,nace_r2_name.y,valCOMP,valEMP,valEMPE,valGO_CP,valGO_PI,valGO_PYP,valGO_Q,valH_EMP,valH_EMPE,valII_CP,valII_PI,valII_PYP,valII_Q,valVA_CP,valVA_PI,valVA_PYP,valVA_Q,nace_r2_name,valueCAP,valueCAPEconComp_QI,valueCAPICT_QI,valueCAPInnovprop_QI,valueCAPIntang_QI,valueCAPNICT_QI,valueCAPTang_QI,valueCAP_QI,valueLAB,valueLAB_QI,valueLP1ConEconComp,valueLP1ConInnovprop,valueLP1ConIntang,valueLP1ConIntangNA,valueLP1ConIntangnonNA,valueLP1ConLC,valueLP1ConTFP,valueLP1ConTangICT,valueLP1ConTangNICT,valueLP1Con_Soft_DB,valueLP1TFP_I,valueLP1_G,valueLP2ConEconComp,valueLP2ConIntang,valueLP2ConIntangNA,valueLP2ConIntangnonNA,valueLP2ConLC,valueLP2ConTFP,valueLP2ConTangICT,valueLP2ConTangNICT,valueLP2Con_Soft_DB,valueLP2TFP_I,valueLP2_G,valueVAConEconComp,valueVAConH,valueVAConInnovprop,valueVAConIntang,valueVAConIntangNA,valueVAConIntangnonNA,valueVAConLC,valueVAConTFP,valueVAConTangICT,valueVAConTangNICT,valueVACon_Soft_DB,valueVATFP_I,valueVAadj_G
D-E,2002,"Electricity, gas, steam; water supply, sewerage, waste management",,0,223629,,110379,0,91724,339,0,8067,9074,,0,53.541178324045,,37.4972690796806,0,,38.0836351982137,0,82.0056506940678,55.1771426899128,,0,211312,,100308,0,88998,298,0,8674,8684,,0,417676.650010465,,294365.437028088,0,,890.146117185526,0,9837.12699274217,16445.2154599496,,0,4087000,,2879000,0,,1000,0,17000,64000,,0,3936000,,2755000,0,,0,0,19000,64000,,0,10856892.7307665,,9070997.01048165,0,,4628.57142857143,0,21636.5672694621,107326.225227842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",243470,100.33,99.05,1109034,43.5919739782628,1081441,2544124.29350647,168416,165898,582060,45.0289826702391,613435,1292634.13358148,526974,41.7951866614596,468006,1260848.5380589,"Electricity, gas, steam; water supply, sewerage, waste management",323481.28,106.09124,58.290325,27963.68,9192.1484,502.03259,90.259613,486.77164,247165.39,103.752822875977,0.05049919,1.2746842,1.5492066,2.7628689,0.075994655,,,,2.2937887,0.037474096,,4.7169518,0.049869932,1.5331637,2.7477868,0.075033665,,,,2.2719042,0.037338354,,4.650013,-0.006144586,-2.6114643,-0.10059158,0.10506827,1.4052346,-0.010509363,,,,0.32381946,0.025255343,,-1.3086201
D-E,2003,"Electricity, gas, steam; water supply, sewerage, waste management",,0,273405,,142697,0,104727,288,0,7899,12823,,0,55.6344524497963,,40.3397702527343,0,,42.3478260119134,0,73.1604511895687,57.2162785632179,,0,263118,,132642,0,103428,259,0,8854,12366,,0,491431.0970288,,353737.760790365,0,,680.082136728765,0,10796.8169572008,22411.4540861513,,0,4363000,,3102000,0,,1000,0,17000,71000,,0,4150000,,2930000,0,,1000,0,18000,69000,,0,11024248.796839,,9231685.04366489,0,,4628.57142857143,0,22909.306520607,115711.086573767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",260236,95.02,93.72,1233234,48.271199982319,1113689,2554802.8647552,159574,156907,670732,46.7284603479524,646338,1435382.19535922,562502,50.304537890032,467351,1118193.3550998,"Electricity, gas, steam; water supply, sewerage, waste management",346222.56,106.65984,62.968739,1959.877,742.30908,129.17554,91.807419,127.69489,264659.31,105.97811126709,0.04000194,-73.729424,-71.775223,-74.331459,0.060922485,,,,1.9529777,0.021064162,,-5.401794,0.040304288,-71.762161,-74.318878,0.061395891,,,,1.9653128,0.021136129,,-5.3569922,0.0036072496,-2.3361473,-75.256317,-73.347176,-75.846428,0.0039362106,,,,0.46814314,0.012401289,,-10.794728
D-E,2004,"Electricity, gas, steam; water supply, sewerage, waste management",,0,267018,,132200,0,115476,276,0,8457,11172,,0,57.5077432031578,,42.0401380133814,0,,44.1056602992003,0,67.7601506636932,58.8817487203639,,0,258320,,126853,0,111825,265,0,9131,10856,,0,464316.603516686,,314461.384398692,0,,625.770021642787,0,12480.7868889987,18973.6212710956,,0,4616000,,3280000,0,,2000,0,19000,75000,,0,4414000,,3135000,0,,2000,0,20000,73000,,0,11153113.4974209,,9329894.45902303,0,,9257.14285714286,0,26952.1253183612,118970.553801197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",283471,91.22,89.15,1451058,53.936872873397,1298635,2690289.44893781,155294,151323,789232,51.8818580567375,710838,1521209.97504928,661826,56.6400493599122,587797,1168477.08905497,"Electricity, gas, steam; water supply, sewerage, waste management",422478.59,107.44164,68.666908,240.77718,153.82538,95.875198,92.866776,95.822548,290909.81,103.946815490723,0.044874508,-14.341341,-13.206777,-15.264424,0.061523043,,,,1.9102281,0.035020769,,6.8140087,0.062602133,-13.090438,-15.175705,0.089142732,,,,2.5834708,0.039213277,,8.1765652,0.0095018102,-1.1432787,-14.529741,-13.438916,-15.441452,0.0064122579,,,,0.5668776,0.026655274,,4.095242
D-E,2005,"Electricity, gas, steam; water supply, sewerage, waste management",,0,256598,,133720,0,100965,279,0,7061,12382,,0,58.5751617184838,,43.922581277683,0,,47.5115027933471,0,66.8792876483558,60.4538816463968,,0,251922,,127989,0,102238,259,0,7154,12060,,0,438066.22546469,,304444.766473557,0,,587.226215961891,0,10557.8277644433,20481.7286546198,,0,4797000,,3452000,0,,2000,0,21000,80000,,0,4642000,,3309000,0,,1000,0,22000,77000,,0,11215934.3273457,,9412384.37954488,0,,4628.57142857143,0,31207.7240528392,122143.101902562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",298815,92.86,91.35,1575335,61.1200341449085,1390193,2577444.5679547,157927,154712,895347,58.6670362474198,791795,1526150.04484631,679988,64.3627717407946,598398,1056492.72336885,"Electricity, gas, steam; water supply, sewerage, waste management",428274.63,108.07965,69.292831,97.257423,98.621513,93.919533,93.793503,93.969933,305024.53,102.444290161133,-0.016515434,-1.3753855,-1.5455669,-1.2905315,-0.035333335,,,,-0.38175595,-0.0026643539,,-10.963211,-0.018040806,-1.5489372,-1.2915238,-0.037711333,,,,-0.43755138,-0.0030107077,,-11.063811,0.0089772809,0.69247574,-1.350341,-1.4892414,-1.2739482,0.0044088122,,,,0.55072337,0.0031240738,,-9.28193
D-E,2006,"Electricity, gas, steam; water supply, sewerage, waste management",,0,271136,,131297,0,115667,586,0,8123,13060,,0,61.4722015486373,,47.2735728667591,0,,50.1652984448674,0,70.297677739078,62.9959063513877,,0,258358,,121990,0,113283,555,0,7728,12533,,0,441070.912004795,,277738.685777065,0,,1168.13817153709,0,11555.146999521,20731.5058333347,,0,5135000,,3755000,0,,3000,0,21000,86000,,0,4812000,,3466000,0,,3000,0,20000,85000,,0,11251006.0419403,,9450557.43322786,0,,6942.85714285714,0,29721.641955085,129777.045771472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",317935,94.78,93.39,1660073,66.9388181060959,1515768,2479985.5255419,160163,157035,1011498,72.1237152686853,822775,1402448.55139787,648575,60.2373828910044,692993,1076698.50327587,"Electricity, gas, steam; water supply, sewerage, waste management",381801.59,110.03453,73.072586,88.814705,97.213379,94.418983,94.433334,94.516563,324268,101.84423828125,0.0055337632,-0.090956993,-0.07422626,-0.063852191,-0.0066677481,,,,-0.38938135,0.012161142,,0.5974409,-0.0036346223,-0.090946056,-0.066154294,-0.021085445,,,,-0.73294479,0.010166199,,-0.043187849,0.025654569,0.61524212,-0.078762844,-0.037533239,-0.058800045,0.024973121,,,,0.3645981,0.016539214,,2.0033555
D-E,2007,"Electricity, gas, steam; water supply, sewerage, waste management",,0,252073,,114001,0,115782,604,0,6533,13084,,0,61.7504882140523,,49.8689212383259,0,,53.6280358596458,0,65.3092617561713,62.6892636675963,,0,250937,,108068,0,119981,565,0,7032,13148,,0,408212.157167426,,228601.295494611,0,,1126.27656470727,0,10003.1753909432,20871.1974499758,,0,5457000,,4060000,0,,3000,0,20000,90000,,0,5171000,,3787000,0,,3000,0,21000,90000,,0,11329883.5916014,,9531094.8068266,0,,6942.85714285714,0,29721.641955085,135813.187435262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",324161,86.25,85.22,1994411,74.9127949131325,1782119,2662310.22659438,144173,141721,1155798,76.063312021348,1095935,1519521.00071006,838613,73.6185226970811,686184,1139133.15464187,"Electricity, gas, steam; water supply, sewerage, waste management",568985.94,112.03738,70.979156,88.575516,97.775352,94.547943,94.570274,94.671677,329769.5,96.8128967285156,0.17878935,0.0876,0.28948307,0.019739145,0.26979485,,,,5.9798527,0.02310005,,15.868022,0.16301718,0.26112056,0.01630852,0.244863,,,,5.3702583,0.019801041,,14.781049,0.026174005,-4.344779,-0.0023051924,0.015040506,-0.013456415,0.028547889,,,,0.081266619,-0.008821968,,5.3502131
D-E,2008,"Electricity, gas, steam; water supply, sewerage, waste management",,0,291607,,146200,0,115777,880,0,11023,16245,,0,63.1760311010366,,52.9107462900921,0,,56.6538674147519,0,62.6330252599857,65.3566351097486,,0,285027,,137795,0,117809,833,0,11494,15582,,0,461578.536856228,,276314.378932464,0,,1553.29201722045,0,17599.3414883669,24855.9308059862,,0,5731000,,4349000,0,,4000,0,23000,94000,,0,5495000,,4082000,0,,4000,0,26000,92000,,0,11408779.6107476,,9582741.13336606,0,,9257.14285714286,0,38638.1345416105,138831.258267156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",335329,86.2,85.52,2192679,86.1584078748757,1906485,2544939.08845709,149805,148461,1347144,87.1874928502699,1175263,1545111.5245549,845535,85.1274135470165,731222,993258.181787709,"Electricity, gas, steam; water supply, sewerage, waste management",572005.88,112.95013,83.387817,91.098358,101.01189,95.203262,95.220665,95.430107,338364.69,112.7851,-0.046623137,-0.0091214469,-0.015878811,0.042704128,-0.058563512,,,,-1.8977877,0.039871562,,-16.394917,0.013418377,0.091457613,0.055807177,0.035669859,,,,0.44832939,0.052502465,,-12.50488,0.012523352,1.4151677,0.025025832,0.089857571,0.055611856,0.034265146,,,,0.41335636,0.052314181,,-12.562868
D-E,2009,"Electricity, gas, steam; water supply, sewerage, waste management",,0,312870,,140156,0,150686,759,0,9398,10197,,0,65.3292421637548,,54.8255488058949,0,,59.0663260546658,0,72.5980724461453,67.5835724788669,,0,302558,,135261,0,147168,728,0,8108,9861,,0,478912.642543377,,255639.939868564,0,,1284.99612333692,0,12945.2472818361,15087.9860681951,,0,5877000,,4473000,0,,5000,0,29000,95000,,0,5749000,,4347000,0,,4000,0,25000,88000,,0,11444612.4554507,,9578334.2622999,0,,9257.14285714286,0,41997.9723278375,129969.688590529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",337138,80.42,79.63,2215844,89.2408575015629,2139307,2482992.72556989,138078,136453,1252882,86.295186834665,1265837,1451856.17640579,962962,93.8492042131522,873470,1026073.69777255,"Electricity, gas, steam; water supply, sewerage, waste management",689954.69,114.32082,86.407616,93.35083,102.93443,95.493584,95.514366,95.791046,341152.94,105.04161,0.1501275,0.095957175,0.28705141,0.039918404,0.2471312,0.36490202,,,5.2460265,0.040967222,,11.330896,0.13070193,0.25242198,0.035522778,0.21689737,0.36490202,,,4.4951448,0.036730722,,10.120053,0.01935173,-2.8633964,0.022123273,0.05392101,0.010326413,0.043592773,0.36490202,,,0.19098192,0.012446496,,3.1793258
D-E,2010,"Electricity, gas, steam; water supply, sewerage, waste management",,0,343314,,179158,0,140080,797,0,12255,10051,,0,66.020768532157,,55.8023183066124,0,,61.3766126017844,0,72.1623309130919,68.400210148534,,0,339718,,176022,0,139687,767,0,12329,9931,,0,520009.093551798,,321058.345668715,0,,1298.54021949857,0,16982.5445560499,14694.399298151,,0,6036000,,4602000,0,,5000,0,33000,88000,,0,5925000,,4503000,0,,5000,0,34000,87000,,0,11538085.5536065,,9642575.27009534,0,,9257.14285714286,0,49239.0020395336,119024.872709222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",360914,81.43,80.5,2200534,93.3323611469332,2104067,2357739.55888215,142339,140740,1271226,93.0838259836183,1178515,1365678.71654064,929308,94.2300554360166,925552,986211.878683454,"Electricity, gas, steam; water supply, sewerage, waste management",635737.69,117.66187,98.418419,94.278198,106.65937,96.43261,96.453819,96.84597,365014.44,109.35609,-0.0026084103,-0.019089486,0.01518105,0.036481578,-0.02129679,0.34293517,,,-1.2831889,0.036883853,,-6.5389266,0.026841115,0.067926429,0.043328807,0.024601366,0.34293517,,,-0.1677181,0.043506406,,-4.7477326,0.04736124,1.0570625,0.0092016151,0.10467886,0.048099887,0.056582723,0.34293517,,,0.60953039,0.048120927,,-3.4996471
D-E,2011,"Electricity, gas, steam; water supply, sewerage, waste management",,0,367232,,210782,0,130634,476,0,14504,9879,,0,68.3838272182169,,56.9117604007508,0,,63.3736824261374,0,71.0889389094264,72.7368865508468,,0,354542,,206673,0,122422,461,0,14723,9290,,0,537015.863163289,,370366.332926189,0,,751.100428091396,0,20402.611464604,13581.8296169359,,0,6307000,,4780000,0,,5000,0,38000,85000,,0,6106000,,4664000,0,,5000,0,38000,81000,,0,11671893.7028366,,9772483.93301274,0,,9257.14285714286,0,56699.4568940084,109556.985107352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",361818,76.48,75.52,2237033,97.508651303909,2141221,2294189.25406706,132657,130976,1371509,101.525850473068,1257466,1350896.34177832,865524,92.286181691988,883755,937869.553308371,"Electricity, gas, steam; water supply, sewerage, waste management",568876.13,116.45394,113.68948,95.851929,108.73325,97.821831,97.85186,98.271935,366461.69,100.74316,0.095414117,0.078691296,0.25889286,0.08035107,0.17841268,0.070669979,,,5.0296211,0.084741451,,2.1524024,0.08314693,0.23658241,0.077222064,0.15923123,0.070669979,,,4.5713205,0.081690185,,1.3793823,-0.016375715,-2.6646976,0.014973714,0.055579521,0.05183674,0.0036136615,0.070669979,,,0.85316312,0.056935534,,-4.8920665
D-E,2012,"Electricity, gas, steam; water supply, sewerage, waste management",,0,274736,,168079,0,87658,407,0,8838,6743,,0,70.403927085789,,58.4302323997642,0,,69.3362600737579,0,77.3367850912741,73.5329574231425,,0,266853,,163711,0,85069,372,0,8124,6670,,0,390228.232105898,,287657.592819498,0,,586.994452205881,0,11427.9381921155,9170.03781202172,,0,6399000,,4870000,0,,5000,0,39000,76000,,0,6224000,,4744000,0,,5000,0,35000,75000,,0,11518291.8037823,,9698883.6356093,0,,9257.14285714286,0,52223.1839813235,96667.9280358985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",373595,83.39,82.55,2249640,102.890164954636,2131976,2186448.04485623,142783,140973,1352537,105.334372393855,1303634,1284041.44749895,897103,99.946894464397,828342,897579.66448829,"Electricity, gas, steam; water supply, sewerage, waste management",585626.56,112.31971,106.31197,97.214012,106.10702,98.316643,98.349953,98.640038,378391.72,109.2314,-0.16349098,-0.052185968,-0.26992902,-0.056595337,-0.21335703,0.28764904,,,-3.9740205,-0.054296806,,-11.839105,-0.18277507,-0.3055675,-0.061677177,-0.24391368,0.28764904,,,-4.7249322,-0.059292104,,-13.133102,-0.053867999,2.8846629,0.012386407,-0.067337163,-0.027706943,-0.039653592,0.28764904,,,0.29463923,-0.025900323,,-4.4831901
D-E,2013,"Electricity, gas, steam; water supply, sewerage, waste management",,0,296104,,176425,0,95728,1014,0,8828,9624,,0,73.9285301301495,,62.0843872966821,0,,68.0609561614622,0,78.6735582836792,78.9734608012859,,0,281987,,166041,0,92850,1033,0,8678,8961,,0,400527.373503458,,284169.672412034,0,,1489.84095609011,0,11221.0508747656,12186.3723614899,,0,6569000,,5062000,0,,5000,0,36000,73000,,0,6455000,,4961000,0,,5000,0,36000,69000,,0,11619092.6071909,,9880115.34214738,0,,9257.14285714286,0,48206.0159827602,87764.3030852237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",374071,78.83,78.36,2114064,100.246007599069,2169826,2108876.00477331,134712,133760,1281703,103.464555824369,1304866,1238784.6154539,832361,96.1800511275434,864960,865419.585706203,"Electricity, gas, steam; water supply, sewerage, waste management",518886.88,107.02055,100.99358,99.306145,103.4472,98.841331,98.861435,99.025871,376733.34,102.66625,0.013013965,0.066040903,0.081548631,0.01073231,0.070797935,-0.15442991,,,3.6031933,0.0023016478,,2.0730126,0.010437054,0.07669533,0.010060681,0.066616267,-0.15442991,,,3.4922063,0.0016472646,,1.8778059,-0.063798085,-2.3657446,0.017692411,-0.063117631,-0.0092874896,-0.053848531,-0.15442991,,,0.29492128,-0.017204076,,-3.7456703
D-E,2014,"Electricity, gas, steam; water supply, sewerage, waste management",,0,302288,,173931,0,94848,815,0,7968,19468,,0,78.2200659985461,,68.4508764715901,0,,71.9451093016754,0,81.2851286831374,81.818707619575,,0,285703,,157754,0,95483,771,0,7712,18791,,0,386458.380136906,,254096.088999223,0,,1132.80806424603,0,9802.53107682287,23794.0693105525,,0,6656000,,5172000,0,,5000,0,32000,79000,,0,6529000,,5060000,0,,5000,0,30000,76000,,0,11548341.5485385,,9876211.70115878,0,,9257.14285714286,0,40171.6799856335,91371.0552668082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",380621,80.03,79.54,2026343,97.2329210622579,2089136,2084009.17905422,138605,137579,1186774,98.5227053907562,1246302,1204569.03339496,839569,95.8074654618827,842834,876308.538121202,"Electricity, gas, steam; water supply, sewerage, waste management",515435.56,100.46888,95.138954,99.489563,99.410301,99.192924,99.217148,99.223679,383459.5,107.07706,-0.10037507,-0.019842612,-0.14462611,-0.027028576,-0.11762025,0.57511163,,,-1.382322,-0.02451122,,-2.1571317,-0.085722022,-0.11628932,-0.023172816,-0.093139216,0.57511163,,,-0.63939393,-0.02079287,,-0.8190251,-0.069177955,1.2068359,0.0013742482,-0.084295571,-0.018819459,-0.065498836,0.57511163,,,0.19941111,-0.016594658,,0.69176787
D-E,2015,"Electricity, gas, steam; water supply, sewerage, waste management",,0,388635,,198264,0,137613,2157,0,10576,36508,,0,79.3721451232786,,70.3120185516399,0,,73.6873697833399,0,91.1151585535624,83.1997486985529,,0,382994,,193016,0,138793,2106,0,9435,35902,,0,489636.508370012,,281977.39744079,0,,2927.23163595355,0,11607.2892457108,43879.9402294769,,0,6877000,,5331000,0,,5000,0,31000,97000,,0,6696000,,5190000,0,,5000,0,28000,101000,,0,11617742.6395754,,9910583.66763613,0,,9257.14285714286,0,35150.2199874293,116816.15926516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",386042,77.24,76.67,2047120,95.0631290114452,2093845,2153432.16795813,133059,132024,1172917,94.4427785182497,1223587,1241934.02439272,874203,96.2417739672307,870258,908340.488712996,"Electricity, gas, steam; water supply, sewerage, waste management",547183.19,100,100,100,100,100,100,100,389068.41,100,0.035828754,0.032383043,0.091027372,0.037072051,0.053777207,-1.1597683,,,2.7242534,0.022803748,100,7.6737218,0.030526023,0.080607556,0.035643049,0.044786397,-1.1597683,,,2.4248662,0.021457812,100,7.1385803,-0.0046352604,-1.7194808,0.003606261,0.011516018,0.026167627,-0.014829732,-1.1597683,,,0.43969345,0.012533191,100,3.5901694
D-E,2016,"Electricity, gas, steam; water supply, sewerage, waste management",,0,284326,,151248,0,100450,955,0,11625,10789,,0,79.464654428146,,72.4740498711866,0,,78.1904868256551,0,91.921697317119,85.4815816311482,,0,283995,,146736,0,104793,900,0,11523,10501,,0,357801.84541933,,208692.628973852,0,,1221.37620415308,0,12646.6333186768,12621.4323531757,,0,6923000,,5463000,0,,6000,0,29000,92000,,0,6811000,,5297000,0,,5000,0,29000,88000,,0,11506244.7459863,,9847376.04341936,0,,9257.14285714286,0,32882.463859208,105977.546549836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",406444,75.22,74.68,2159287,92.8197179864201,2211476,2326323.59464388,130709,129758,1164114,90.6253642764652,1213150,1284534.42288928,995173,95.9378148263101,998326,1037310.47220713,"Electricity, gas, steam; water supply, sewerage, waste management",653745.88,102.7614,106.85335,99.169312,101.98136,99.604416,99.626022,99.703651,409422.84,97.592102,0.045592297,0.006828594,0.074864529,0.010153066,0.06471058,-0.26239488,,,0.81574011,0.022481438,,14.721298,0.05437623,0.092223674,0.012617942,0.079604864,-0.26239488,,,1.3189646,0.024801891,,15.589412,0.027562154,-0.71335125,-0.0060101063,0.039232664,0.005093595,0.034138184,-0.26239488,,,-0.21719287,0.017718414,,12.939382
D-E,2017,"Electricity, gas, steam; water supply, sewerage, waste management",,0,273033,,121769,0,,524,0,14057,10113,,0,81.5659945807314,,77.491263807916,0,,82.9388969567678,0,90.8233147667633,85.2035516494975,,0,265999,,113885,0,,494,0,14227,10146,,0,334738.761420681,,157139.003826081,0,,631.790413457195,0,15477.3034171884,11869.2235290871,,0,8947000,,7509000,0,,5000,0,30000,84000,,0,6831000,,5381000,0,,5000,0,30000,84000,,0,11353337.8390629,,9699566.26206106,0,,7714.28571428571,0,34016.3419233187,96762.1077194152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",426089,78.91,77.93,2155127,93.3532948409866,2142809,2308570.9011888,136766,134905,1257859,94.1274785814979,1211059,1336335.59397951,897268,92.3873691801166,931750,971202.024651989,"Electricity, gas, steam; water supply, sewerage, waste management",539461.25,108.33277,120.0208,100.57165,106.99451,98.747093,98.777687,99.041039,431966.88,104.11224,0.0073893708,-0.021567384,0.0052414774,0.013693779,-0.0085003227,0.80383652,,,-3.0458806,0.019400962,,-10.10222,0.0048347441,0.00018832793,0.0129635,-0.012823192,0.80383652,,,-3.1925392,0.018691557,,-10.361505,0.052019559,1.8793415,0.009689074,0.09352167,0.026452009,0.067021638,0.80383652,,,-0.48370633,0.031794507,,-5.5724239
D-E,2018,"Electricity, gas, steam; water supply, sewerage, waste management",,0,404646,,191654,0,,1434,0,16090,18645,,0,86.4383321760716,,85.3554718145379,0,,86.4977296261854,0,89.2861938410962,87.229311470727,,0,381837,,173996,0,,1375,0,16367,18212,,0,468132.58633421,,224536.278607222,0,,1657.84698187718,0,18020.7032104376,21374.6958283134,,0,9718000,,8181000,0,,6000,0,34000,84000,,0,8918000,,7425000,0,,5000,0,34000,83000,,0,11316538.1523151,,9591061.32584943,0,,7714.28571428571,0,38551.8541797612,95610.1778656126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",454908,79.42,78.44,2185860,97.974904842693,2082750,2231040.69711482,134116,132262,1290025,100.167294064787,1212240,1287870.46914299,895835,95.0751155868052,870510,942239.191055296,"Electricity, gas, steam; water supply, sewerage, waste management",520134.06,116.03642,135.10217,109.19845,115.99982,98.704636,98.722282,99.254234,461284.72,104.26139,0.079842843,0.064941958,0.18152481,0.043684695,0.13777192,0.96032983,,,0.99696147,0.036727652,,0.25188568,0.056315336,0.13449031,0.03655266,0.097869478,0.96032983,,,-0.36737338,0.02980228,,-2.3489745,0.062143039,-0.89485693,0.052467566,0.14614064,0.038319245,0.10775321,0.96032983,,,-0.029431148,0.031517677,,-1.7047482
D-E,2019,"Electricity, gas, steam; water supply, sewerage, waste management",,0,581976,,381457,0,,1993,0,18732,27330,,0,92.846436302279,,93.383435662868,0,,93.5376967688484,0,95.5228158679202,90.9255533199195,,0,541809,,348664,0,,1843,0,17509,26219,,0,626815.657313188,,408484.6496515,0,,2130.69176262179,0,19609.9746744284,30057.5569816331,,0,10628000,,9018000,0,,9000,0,41000,95000,,0,9803000,,8242000,0,,8000,0,37000,92000,,0,11415520.0151415,,9662575.16778523,0,,10285.7142857143,0,41953.488372093,104715.909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electricity, gas, steam; water supply, sewerage, waste management",488369,80.36,79.35,2382077,100.727744872182,2316976,2364866.80310647,137008,135073,1365604,102.161975355186,1338941,1336704.7722523,1016473,98.8116866634288,978035,1028697.14537138,"Electricity, gas, steam; water supply, sewerage, waste management",612815.63,122.99087,152.48927,117.36765,124.76467,100.51029,100.52222,101.24577,495365.19,105.88937,0.032044798,0.032287635,0.091575727,0.030376885,0.061208919,-0.26779619,,,-0.17105195,0.027266363,,6.3262134,0.040360134,0.10858695,0.033111006,0.075486027,-0.26779619,,,0.33002666,0.02988228,,7.2830043,0.050586078,0.97820163,0.045844574,0.12950683,0.036473341,0.093043573,-0.26779619,,,0.9462375,0.033099249,,8.4596357
