year,nace_r2_name,nace_r2_code,valueCAP,valueCAPEconComp_QI,valueCAPICT_QI,valueCAPInnovprop_QI,valueCAPIntang_QI,valueCAPNICT_QI,valueCAPTang_QI,valueCAP_QI,valueLAB,valueLAB_QI,valueLP1ConEconComp,valueLP1ConInnovprop,valueLP1ConIntang,valueLP1ConIntangNA,valueLP1ConIntangnonNA,valueLP1ConLC,valueLP1ConTFP,valueLP1ConTangICT,valueLP1ConTangNICT,valueLP1Con_Soft_DB,valueLP1TFP_I,valueLP1_G,valueLP2ConEconComp,valueLP2ConIntang,valueLP2ConIntangNA,valueLP2ConIntangnonNA,valueLP2ConLC,valueLP2ConTFP,valueLP2ConTangICT,valueLP2ConTangNICT,valueLP2Con_Soft_DB,valueLP2TFP_I,valueLP2_G,valueVAConEconComp,valueVAConH,valueVAConInnovprop,valueVAConIntang,valueVAConIntangNA,valueVAConIntangnonNA,valueVAConLC,valueVAConTFP,valueVAConTangICT,valueVAConTangNICT,valueVACon_Soft_DB,valueVATFP_I,valueVAadj_G
2012,Mining and quarrying,B,43346.25,95.334541,77.961403,117.69674,109.98154,103.22042,103.22042,103.57693,22499.553,118.93077,.14529413,.26998377,.41545093,-.000066185203,.41547278,3.3470337,,,7.2589931,-.000066185203,,-7.4722424,.12766513,.32807714,-.0038785525,.33191133,3.3470337,,,5.8688068,-.0038785525,,-9.7177181,.043966897,-4.4137888,-.10897993,-.086752526,-.021978749,-.064818144,3.3470337,,,-.73146212,-.021978749,,-20.378691
2012,Non-agricultural market economy (Market economy less industry A),MARKTxAG,7900920,93.579704,81.228104,83.213867,89.25766,92.418388,93.393799,92.544533,10477749,90.352692,.11062405,.12414227,.26257479,.14775987,.11476479,.71195668,,,.83316875,.03868936,,.53121734,.066944517,.1704358,.12627135,.044114318,.71195668,,,.49395493,.028602395,,-.45121136,.061508395,-.61965996,.08863268,.15896869,.123597,.035321534,.71195668,,,.45173815,.027347026,,-.57347918
2012,Other service activities,S,147394.88,86.916641,52.453396,119.13194,98.288948,104.94045,104.3454,103.97785,266026.91,89.339622,-.042301536,-.14840548,-.20965111,-.13688701,-.07276348,.060385,,,-1.6605096,-.018943019,,-8.491581,-.03551944,-.19157343,-.12974882,-.061823968,.060385,,,-1.3952911,-.017794285,,-7.6656761,-.021459576,1.6674817,-.11722329,-.15409681,-.11495074,-.039145447,.060385,,,-.84547073,-.015412861,,-5.953506
2012,Postal and courier activities,H53,29137.18,115.05451,102.82401,98.049675,111.12597,104.06895,104.06895,105.10635,123152.41,115.01243,-.63860834,-.064043529,-.8534652,-.15083061,-.70265341,.85824829,,,-3.8884192,-.15083061,,-25.942722,-.71682453,-.95840359,-.16885763,-.78956467,.85824829,,,-4.4043565,-.16885763,,-28.90547,-.035657756,18.052956,.0029845431,-.044520333,-.011864366,-.032674741,.85824829,,,.088822328,-.011864366,,-3.1035819
2012,"Professional, scientific and technical activities",M,509642.53,96.937645,74.874626,88.286118,89.675819,90.266594,94.085396,91.092499,993989.13,58.360645,.61298519,2.3097267,3.0941222,1.8597381,1.2344409,.17582457,,,1.2716117,.17146397,,10.756521,.46105948,2.5304728,1.5647739,.96575505,.17582457,,,1.0108317,.14581819,,8.4152355,-.16877282,-7.8052216,.32309929,.1937727,.3419534,-.14812459,.17582457,,,-.070273347,.039499551,,-1.2909362
2012,"Professional, scientific and technical activities; administrative and support service activities",M-N,828397.94,91.999046,68.579819,87.220108,87.359779,90.283493,92.121712,89.734528,1556348.9,63.376656,.92766035,2.0704663,3.1876202,1.6217301,1.5659624,.066489607,,,2.7698627,.18955646,,15.450245,.83737719,2.906775,1.4873836,1.4194636,.066489607,,,2.5034435,.1737209,,13.952544,-.0054079518,-9.8226824,.26468173,.28510833,.23327151,.051909063,.066489607,,,.016444104,.02589722,,-.028367484
2012,Public administration and defence; compulsory social security,O,751050.56,80.265633,73.819588,89.125946,79.371239,94.850365,94.850365,94.570564,1301582,80.478516,-.037805792,-.00059437152,-.055736855,-.017339634,-.038400602,-1.161329,,,-2.2950287,-.017339634,,-6.3264861,-.042270772,-.061834149,-.018586632,-.043250892,-1.161329,,,-2.6773772,-.018586632,,-7.4007363,-.0089179836,4.437057,.001898536,-.016288226,-.0092717176,-.007019883,-1.161329,,,.17871186,-.0092717176,,.62376058
2012,"Public administration, defence, education, human health and social work activities",O-Q,1200442.3,86.041954,71.61142,92.802147,84.301796,94.961533,94.956429,94.654427,3089405.3,87.592171,-.01908901,.00031147612,-.028324682,-.010056205,-.018267432,-.75834221,,,-.43021309,-.0095511544,,-.35014021,-.019602787,-.028996905,-.010179669,-.018816197,-.75834221,,,-.45501062,-.0096472064,,-.44134614,-.0078093065,1.4432043,.0016813712,-.013566308,-.0073456233,-.0062196413,-.75834221,,,.11420326,-.0074423798,,1.6522388
2012,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",J58-J60,204757.19,106.20356,102.09516,90.444595,102.45776,85.702911,88.033028,95.813797,180574.64,101.04661,1.5657967,-.17385963,1.0921358,-.046013728,1.1369883,-.65884221,,,-.073695451,-.30170056,,-7.2794013,1.6417533,1.2230731,-.0040047704,1.2259166,-.65884221,,,.022140361,-.26825917,,-6.862247,2.4432836,2.1993685,.07497251,2.6047857,.43929359,2.164331,-.65884221,,,1.0334451,.084630296,,-2.4602418
2012,Real estate activities,L,2089146.1,94.248634,86.953712,106.43752,100.65575,98.191902,98.196266,98.208748,185308.5,100.56242,-.0065225782,-.0082305269,-.016930098,-.0023025384,-.014627211,-.13416119,,,2.2982264,-.0021822115,,1.235733,-.013483543,-.034184836,-.0029817815,-.0312027,-.13416119,,,-.78867328,-.0026374734,,-2.1522892,-.010847292,-.1763615,-.014343005,-.027650135,-.002724539,-.024925245,-.13416119,,,.3803947,-.002465057,,-.86918026
2012,Residential care activities and social work activities without accommodation,Q87-Q88,12130.746,96.8116,65.0849,59.517902,95.26638,85.145035,85.145035,86.054771,221363,76.262848,.0094267093,.00075826811,.0067482493,-.0035191965,.010193635,-1.3301181,,,.52006924,-.0035191965,,5.1422744,.014605722,.012115402,-.0033665695,.01540816,-1.3301181,,,.56928873,-.0033665695,,6.0965381,-.031092498,-7.0388317,.00048042444,-.035242915,-.0047133099,-.030603414,-1.3301181,,,.1349894,-.0047133099,,-2.3236282
2012,"Retail trade, except of motor vehicles and motorcycles",G47,195836.56,88.780807,64.300529,81.952774,85.8209,96.208145,96.358063,94.120453,799435.88,93.365051,.16182674,.031673554,.18032582,-.0045354594,.18489507,.99356526,,,.45513824,-.013242012,,2.5597665,.10790399,.11512246,-.0093137072,.12447,.99356526,,,.25210339,-.017567443,,1.3247606,.099257819,-1.121783,.023603192,.10466751,-.010079869,.1147812,.99356526,,,.21954803,-.018261001,,1.1267351
2012,Telecommunications,J61,305579.44,115.93658,83.245934,116.0819,97.871185,96.768265,96.635468,96.887917,139814.69,98.506432,-1.8803312,-.52935642,-3.6173754,-1.3749626,-2.2427807,-.44107604,,,-10.896329,-1.208146,,-22.217438,-1.450039,-2.554409,-.84904796,-1.7057289,-.44107604,,,-7.3861809,-.71692687,,-15.632369,-.49954179,6.4562788,-.075432524,-.20636067,.31267551,-.5194037,-.44107604,,,.36758915,.36815569,,-1.0862262
2012,Total - all NACE activities,TOT,11324498,92.549591,84.352043,84.285828,89.065163,95.485886,95.656998,95.199059,14753426,91.27832,.011660542,.024006482,.03498869,.033107053,.0018634789,.32123056,-1.8394285,.018921513,.26680434,.0047767134,96.51326,-1.1974835,-.0015554202,.0081206784,.027122017,-.019019496,.32123056,-2.3332057,.014021802,-.093422472,.0018352426,96.296173,-2.0832551,.012390551,.027274709,.024500184,.036472801,.033437651,.0030169899,.32123056,-1.8394285,.019192159,.28670213,.004939191,96.51326,-1.1485562
2012,Total industries (A-S),TOT_IND,11322225,92.552383,79.956245,84.24749,89.03064,95.810699,96.143661,95.593765,14751879,91.124046,.012844645,.027017253,.039068293,.03713233,.0019151778,.38111755,,,.23718911,.0053040008,,-1.1952314,-.0016993374,.0092671039,.030447481,-.021201164,.38111755,,,-.12529823,.002040375,,-2.0817134,.013610017,.026006717,.027543964,.040636566,.037484117,.0031316653,.38111755,,,.25626487,.0054757469,,-1.1485808
2012,Transportation and storage,H,672718.81,97.331604,73.746735,98.355553,93.72332,83.483315,83.488747,83.895874,961737.44,102.37769,-.058251631,-.014524882,-.065618277,.0054534418,-.071074732,.64425141,,,-.19896007,.0071549425,,-1.6146789,-.080680937,-.09815713,.00096880947,-.099128947,.64425141,,,-.83792984,.0030246081,,-3.266006,-.0028056419,2.4221442,.00025591129,.014818828,.0165396,-.001723791,.64425141,,,1.380594,.017365264,,2.4674566
2012,Warehousing and support activities for transportation,H52,374928.56,95.930756,69.031563,105.09229,92.131569,95.239471,95.239471,95.156288,279027.06,108.89938,-.19783589,-.081905626,-.27701071,.0026680683,-.27973506,.46733442,,,-8.5189819,.0026680683,,-11.05512,-.20938113,-.29523471,.000034864177,-.29532585,.46733442,,,-9.1149397,.000034864177,,-12.133412,-.0098803528,7.5556622,-.016044397,.019674363,.045536391,-.025918297,.46733442,,,1.1831545,.045536391,,6.499362
2012,"Water supply; sewerage, waste management and remediation activities",E,119953.42,112.99158,74.149376,82.147926,96.308334,96.082977,96.124466,96.129066,181331.14,102.66129,.0052858391,.019541051,.03021404,.0028296835,.027387699,.63401598,,,.97229135,.0053696167,,-6.6911807,-.0051474292,.012067928,.0011099181,.010961351,.63401598,,,.26477122,.0037912072,,-8.4307957,-.0066941632,-1.1642661,.012497185,.0093777617,.00085496251,.0085261399,.63401598,,,.1598812,.0035572078,,-8.688693
2012,Water transport,H50,365.82758,68.635963,103.91306,120.24506,79.08255,95.100594,95.100594,98.477966,2796,104.71683,-1.5745368,-.0068558007,-1.5019509,-.00066989049,-1.5091668,.99582636,,,-.064824872,-.00066989049,,45.038048,-1.6367843,-1.5646166,-.00071234402,-1.57179,.99582636,,,-.090618469,-.00071234402,,43.970352,-.89545995,10.682793,-.0027568419,-.81831181,-.00020675125,-.82599103,.99582636,,,.21656582,-.00020675125,,56.685871
2012,Wholesale and retail trade and repair of motor vehicles and motorcycles,G45,68090.508,99.086304,72.558952,94.675499,97.008163,98.318275,98.318275,97.830147,208239.92,89.121452,-.14038068,.042211168,-.030234028,.066745371,-.097585008,.95052111,,,.80017906,.066745371,,11.585542,-.29046768,-.20149939,.060608052,-.26271304,.95052111,,,.5848605,.060608052,,10.046022,-.52048653,-2.9198897,.0041186814,-.46397555,.051202171,-.51578331,.95052111,,,.25486973,.051202171,,7.6866016
2012,Wholesale and retail trade; repair of motor vehicles and motorcycles,G,849446.81,97.70211,77.052467,82.187569,92.37056,94.53334,96.04599,95.046211,1820010.4,87.78643,.22023411,.13031542,.38980684,.18132108,.20810105,.84363949,,,.89265025,.039023723,,2.413022,.089607231,.21393025,.15568528,.057860278,.84363949,,,.4959884,.027328938,,.70556808,.006700973,-1.8552238,.075463921,.10230491,.13941476,-.037494514,.84363949,,,.24423508,.019906491,,-.37811869
2012,"Wholesale trade, except of motor vehicles and motorcycles",G46,624293.56,103.28979,85.010178,81.470985,94.86042,91.679771,94.986076,94.974937,773560.75,76.108681,.66151416,.43650874,1.2379484,.6290735,.60831803,.68167681,,,1.7063655,.13911653,,2.2590332,.32031581,.73139441,.52229375,.20854358,.68167681,,,.90848404,.10266848,,-.55878276,.0088285329,-2.8949783,.18991861,.2689504,.42481238,-.15641905,.68167681,,,.18008125,.069394253,,-3.1312273
2013,Accommodation and food service activities,I,107389.44,86.477287,59.975533,91.360313,84.431252,99.016632,99.016632,97.923912,294076.5,101.19788,.055908181,.0081362557,.10620712,.04343342,.064021014,-.55076683,,,.94717622,.04343342,,1.0617819,.015406135,.060073636,.040936168,.020384794,-.55076683,,,.36254561,.040936168,,-1.7988052,-.012242054,-3.7519825,.0028625585,.028581215,.039231449,-.0094029028,-.55076683,,,-.036544833,.039231449,,-3.7515476
2013,Activities of extraterritorial organisations and bodies,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,0,,,,,,,,3885,,,,,,,,,,,,,4.7431612,,,,,,,,,,,2.5289958,,-5.7164688,,,,,,,,,,,-.97330773
2013,Administrative and support service activities,N,319450.78,87.422508,68.670052,75.310699,81.994873,93.920021,94.316414,91.65332,604625.06,71.124489,.058143213,.08570943,.26350683,.13062766,.13295248,.17405328,,,.11719494,.11974975,,-2.0634131,.056728005,.2614606,.13031785,.13121606,.17405328,,,.10922641,.11948287,,-2.0931373,.2228643,2.2940378,.12809105,.5016737,.16668747,.33505952,.17405328,,,1.0446799,.15081388,,1.3962766
2013,"Agriculture, forestry and fishing",A,366685.53,92.315498,67.117241,101.86814,95.997093,100.81119,100.82259,100.78111,829665.75,104.45941,.0073774653,.0032332533,.020056298,.014000098,.0060492596,.37829995,,,1.2776741,.0093961526,,18.188326,.010362378,.03640569,.021086112,.015312643,.37829995,,,3.2559977,.010492851,,24.708906,.0053428635,-3.0849874,-.0051288209,.008912079,.0091700684,-.00026492774,.37829995,,,-.070807956,.0086486125,,13.743712
2013,Air transport,H51,68392.891,105.03168,70.694939,113.97984,94.520348,63.222225,63.222225,63.554012,20672,154.56894,.47461787,.065192096,.74206859,.20205227,.53979278,-.48543018,,,42.551712,.20205227,,50.158684,.53191668,.82704043,.22146031,.60535651,-.48543018,,,47.165211,.22146031,,56.565029,-.028648399,-15.000574,-.0074007907,-.004255096,.031587634,-.036066424,-.48543018,,,2.0304792,.031587634,,-6.1094465
2013,"Arts, entertainment and recreation",R,87614.898,92.498978,46.525169,108.2102,85.643837,95.726891,95.726891,95.054718,238385.25,81.677017,-.16726211,-.022652162,-.13838956,.050545476,-.18993373,.093256906,,,-1.7999077,.050545476,,-.7037766,-.13282834,-.097054005,.053650122,-.15170282,.093256906,,,-1.2958293,.053650122,,1.5973803,-.040586006,6.4590855,-.0086831283,.01367707,.061966963,-.049288578,.093256906,,,.054513022,.061966963,,7.7617965
2013,"Arts, entertainment, recreation; other services and service activities, etc.",R-S,254544.47,90.674019,55.815731,114.99798,91.878822,99.143402,98.85759,98.439926,507955,88.183624,-.082436442,-.093169846,-.13142531,-.021214353,-.11065693,.24374835,,,-2.0160472,.044595826,,-3.7718892,-.094741277,-.15213412,-.026033591,-.12654652,.24374835,,,-2.3380525,.04298687,,-4.8971987,-.016220901,4.2113533,-.056603946,-.019985633,.0047192541,-.025150869,.24374835,,,-.28325164,.053254038,,2.2836993
2013,Chemicals; basic pharmaceutical products,C20-C21,447024.63,86.642418,95.842438,93.478981,92.386833,94.386848,94.567307,93.340759,201273,92.686485,1.8761386,7.1546049,9.3344622,6.949245,2.3849308,.26537013,,,6.6567159,.3034552,,.95057636,1.5916351,7.5059295,5.5013461,2.0042968,.26537013,,,5.2152715,.26910171,,-3.8617983,.71217638,-6.310267,.97820812,1.8535564,1.0255901,.8276794,.26537013,,,.75946862,.16290791,,-18.737844
2013,"Computer programming, consultancy, and information service activities",J62-J63,210688.22,91.145988,86.66758,83.414299,87.653473,95.802872,102.23962,92.869278,426617.44,74.458252,-.9071666,.52461028,-1.4643228,-.45785654,-1.008966,-.52709514,,,-1.3814656,-1.080331,,-5.7984924,-1.0676328,-1.8015447,-.61085087,-1.1931934,-.52709514,,,-1.5853543,-1.1655014,,-7.4996481,.13367531,7.5244679,1.1186633,.72301841,.53451926,.18599927,-.52709514,,,-.058970831,-.52788442,,5.2358112
2013,"Computer, electronic, optical products; electrical equipment",C26-C27,429600.91,93.660492,113.31198,91.438507,93.625793,96.128319,98.842041,96.684746,364747.91,111.90424,.061176471,.42152801,.10691824,.19678172,-.090638012,.39576435,,,.88044864,-.37581488,,5.8416882,.083130658,.17002107,.2201651,-.05091856,.39576435,,,.96883243,-.37023813,,6.1318889,-.070054062,-.82915854,.20889829,-.27027717,.057008259,-.32805997,.39576435,,,.35213614,-.40915006,,4.1070213
2013,Construction,F,431976.69,103.47547,56.467033,98.448761,98.408607,99.314949,99.314949,99.15593,684023.06,99.234558,.015086337,.1361348,.21424946,.063987561,.15104321,-.25103125,,,.83946234,.063987561,,10.035249,.0085182777,.19853562,.06361638,.13570055,-.25103125,,,.77357531,.06361638,,9.7969074,-.077756852,-2.2156107,.012101008,-.0078743584,.058740739,-.065833785,-.25103125,,,-.091887966,.058740739,,6.6661639
2013,Education,P,298109.59,89.561577,71.821991,92.533379,88.435623,99.122948,99.147423,98.433113,799679.5,94.296707,.04437989,.0062869205,.053305585,.0044583017,.048846599,1.0100188,,,.8571595,.0026392492,,4.6621642,.023925025,.027116476,-.00036301243,.027478812,1.0100188,,,.4579488,.00070113549,,3.0606108,.00048061283,-2.5242062,-.0018601668,-.0029002654,-.005888979,.0029880379,1.0100188,,,.00039215811,-.0015202407,,1.2249848
2013,"Electricity, gas, steam and air conditioning supply",D,406299.28,106.02518,107.80482,104.32948,105.7229,100.59394,100.61927,100.86683,195231,104.88152,.20434859,.19301414,.43844068,.043980516,.39444369,-.019859968,,,9.7874146,.040912487,,10.743875,.16712086,.36706269,.03305966,.33398658,-.019859968,,,8.6692057,.030052211,,9.0187912,-.11870629,-4.6469393,-.0090919156,-.18096365,-.050788537,-.13019158,-.019859968,,,.083818041,-.053330895,,-4.2260652
2013,"Electricity, gas, steam; water supply, sewerage, waste management",D-E,518886.88,107.02055,100.99358,99.306145,103.4472,98.841331,98.861435,99.025871,376733.34,102.66625,.013013965,.066040903,.081548631,.01073231,.070797935,-.15442991,,,3.6031933,.0023016478,,2.0730126,.010437054,.07669533,.010060681,.066616267,-.15442991,,,3.4922063,.0016472646,,1.8778059,-.063798085,-2.3657446,.017692411,-.063117631,-.0092874896,-.053848531,-.15442991,,,.29492128,-.017204076,,-3.7456703
2013,Financial and insurance activities,K,604750,96.668663,93.711845,98.661446,100.94057,107.33787,107.33787,103.2598,647721.69,104.8287,.85809392,.20812348,3.5237863,1.3721999,2.1511621,1.7499231,,,1.4269644,1.3721999,,8.3768415,.57467782,2.5329828,1.1961261,1.3364326,1.7499231,,,.84423071,1.1961261,,5.168745,-.053681202,-5.2585244,.012550971,.3362821,.8057546,-.46989647,1.7499231,,,-.44774249,.8057546,,-1.9438939
2013,Human health activities,Q86,168385.27,99.252121,64.809784,99.49469,93.608444,87.524208,87.475609,87.940887,765125,99.995903,-.023139371,-.0042748679,-.0046414165,.017849326,-.022526657,.14573297,,,.49922144,.022811931,,3.6247113,-.024568999,-.0064860806,.017574657,-.024096651,.14573297,,,.47954148,.022611912,,3.497859,-.022789985,.025740694,-.0042223204,-.0041906042,.017916452,-.022142969,.14573297,,,.50403106,.022860812,,3.6557124
2013,Human health and social work activities,Q,181891.17,98.009476,64.298401,98.742752,93.312378,87.591133,87.55394,87.970055,1002023.1,94.548683,-.057044894,-.0065154238,-.05307088,.0058111963,-.058916405,.1497139,,,-.044867769,.010485247,,.32659695,-.05791587,-.054145128,.0056762523,-.059855707,.1497139,,,-.056962464,.010385553,,.23701862,-.022810629,3.00331,-.0024446149,-.010847287,.011115235,-.021996841,.1497139,,,.43052039,.014403773,,3.8475189
2013,Imputed rents of owner-occupied dwellings,L68A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Information and communication,J,722327.75,101.64236,87.227165,86.25798,89.481529,92.658417,98.299446,93.405037,739587.81,85.705948,-.40720171,-.28038314,-1.1268424,-.64005673,-.48697883,-.39357579,,,-1.1951972,-.43958244,,-4.2140775,-.47241274,-1.3983873,-.8345269,-.56405354,-.39357579,,,-1.4250298,-.48633638,,-5.2355843,.026370393,3.4582171,.78062624,.67859489,.65292948,.025472267,-.39357579,,,.33290318,-.12872668,,2.5776775
2013,Land transport and transport via pipelines,H49,314737.22,95.474091,83.467255,97.05043,94.334381,82.889915,82.897392,83.501518,545800.06,94.829636,-.0018370745,.013237897,.043221276,.037160914,.0060888245,-1.2164602,,,3.2640343,.031840768,,3.3097811,-.015143174,.024588039,.034959078,-.010342577,-1.2164602,,,3.0004654,.029917952,,2.4596133,.01981313,.9241308,.01877703,.073539197,.040743493,.03282417,-1.2164602,,,3.692884,.034969356,,4.6930795
2013,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",C24-C25,216059.94,92.578644,92.911674,90.339401,91.663597,92.686058,92.763855,92.449486,354581.72,92.394035,.19831786,.28066671,.52218276,.15577599,.36637092,.52709121,,,1.656265,.043165389,,4.7053094,.2051031,.53536838,.15771639,.37761608,.52709121,,,1.6855485,.044204008,,4.8221779,.16037491,-.41603735,.25068408,.44844928,.14492525,.30348811,.52709121,,,1.4925098,.037357446,,4.0517836
2013,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C21,295732.31,81.024872,95.667038,93.280029,91.580536,95.168976,96.960907,93.394585,122287.99,96.366913,1.9258827,9.0262327,11.271653,8.8784437,2.3916245,.24454904,,,5.5742598,.31773493,,-2.1302252,1.5626553,8.2714396,6.3444366,1.9254172,.24454904,,,3.9642074,.26828656,,-8.672945,.83876985,-5.7836938,1.2819183,2.2922301,1.2943449,.99630022,.24454904,,,.75548977,.16973948,,-21.712112
2013,Manufacture of chemicals and chemical products,C20,151292.33,104.01437,96.470123,96.644112,99.951408,91.692673,91.140144,92.968597,78985,87.941185,1.7794384,1.4576554,3.5102882,1.0690058,2.441196,.30989271,,,10.32448,.27365988,,7.6706753,1.6142199,3.1697505,.9709934,2.1986706,.30989271,,,9.2173395,.25925532,,5.3570585,.36272651,-7.4252238,.077849962,.5902546,.22857094,.36159727,.30989271,,,.83099538,.15014377,,-12.168068
2013,Manufacture of coke and refined petroleum products,C19,192199.03,96.695473,59.447762,117.06165,100.58708,96.715614,96.719231,97.144524,65559.008,82.658531,.1170831,.15922697,.18385628,-.0069221612,.19069569,.18495899,,,8.6210775,-.093125306,,-12.134898,.12278911,.20428334,-.00088671176,.20508732,.18495899,,,8.7665558,-.090778403,,-11.921271,-.15777245,-2.2987354,-.43682912,-.80010432,-.29764634,-.50254059,.18495899,,,1.6134564,-.20617419,,-22.425215
2013,"Manufacture of computer, electronic and optical products",C26,309218.19,101.18474,110.59693,88.534805,93.908058,94.606682,99.930099,97.228752,227850.11,106.1561,.70184052,1.8195559,2.2674401,1.328926,.9364211,.37283722,,,3.295656,-.25422257,,16.677643,.70423901,2.274713,1.3316276,.94099247,.37283722,,,3.3046026,-.25353059,,16.70715,-.11082471,-4.5019541,.40234956,-.19689493,.41352636,-.61251432,.37283722,,,.26427981,-.48868632,,6.6799784
2013,Manufacture of electrical equipment,C27,120269.51,83.404465,120.54457,96.247322,92.24118,97.950562,97.45256,95.494705,137011,121.62041,-.7965042,-1.1280671,-2.3647914,-1.1407787,-1.2239085,.44343114,,,-2.9636891,-.44081354,,-13.225265,-.76413977,-2.2778502,-1.1069071,-1.1708388,.44343114,,,-2.8226399,-.43449503,,-12.73437,-.014741318,6.3504472,.037605349,-.26473245,-.32261747,.057989161,.44343114,,,.44334164,-.2881901,,-1.367727
2013,Manufacture of food products; beverages and tobacco products,C10-C12,314452.31,95.606956,94.778023,95.031807,95.402481,93.679977,93.423103,94.002144,352445.34,91.242386,1.0954187,.46344274,1.6140136,.13586877,1.4781421,.45854753,,,3.5093193,.055159949,,2.746573,.96550471,1.4218044,.11822279,1.3035791,.45854753,,,3.0944588,.047318876,,1.3859816,.36070788,-4.2614393,.15548521,.52700114,.036074303,.49092424,.45854753,,,1.1631311,.010815838,,-4.9480667
2013,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",C31-C33,112345.16,92.992538,98.721268,89.435966,91.641495,90.03688,90.448479,90.824226,226003.42,86.970734,.25173154,.56821632,.77065784,.30853337,.46145013,.57814169,,,4.5412784,-.049494535,,6.0864301,.24281952,.75114179,.30345684,.44701064,.57814169,,,4.503912,-.051113993,,5.8979144,.1182146,-1.9720863,.43361267,.47827506,.23247832,.2451224,.57814169,,,3.9814677,-.073756769,,3.2621503
2013,Manufacture of machinery and equipment n.e.c.,C28,518474.06,95.759285,80.513298,80.448471,86.148796,91.800034,94.93483,91.049789,274965.97,81.449654,-.78987509,-.14308715,-1.026091,-.1824103,-.84367532,.27964509,,,-1.5773101,-.09323357,,-24.130848,-.71620351,-.85197687,-.12435757,-.72761405,.27964509,,,-1.3431423,-.083816916,,-23.514343,.8630594,4.6717868,1.8992171,2.880425,1.1200914,1.7603388,.27964509,,,3.6766038,.11804345,,-10.298632
2013,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",C29-C30,715783.63,73.260857,75.74604,77.622765,76.267876,89.386322,94.139389,86.8069,405222.03,113.56551,-.071043774,-3.3533585,-3.4953017,-2.6675756,-.82830489,.32470614,,,-3.1587231,-.070384815,,.12959689,.12585895,-2.7373991,-2.3267536,-.41122437,.32470614,,,-1.965287,-.036981363,,3.3399343,.94009507,6.4652352,-.64403486,.39669538,-.91737938,1.3134958,.32470614,,,2.9698355,.10114929,,16.615387
2013,Manufacture of rubber and plastic products and other non-metallic mineral products,C22-C23,306297,87.065346,73.857208,92.290482,88.579659,92.021194,91.796143,91.176888,266187.59,84.404144,.76062989,.57593215,1.3808923,.14347383,1.2373935,.39324468,,,6.991539,.044322096,,7.8074684,.80272919,1.4631703,.15564032,1.3075051,.39324468,,,7.3207169,.04813708,,8.591116,.20904171,-4.8764725,.099492922,.30288076,-.015931873,.31878778,.39324468,,,2.678643,-.0056620389,,-2.4599121
2013,"Manufacture of textiles, wearing apparel, leather and related products",C13-C15,37495.535,94.065842,111.03114,98.989632,96.425217,95.034004,94.947807,95.39386,108301.84,97.305069,.89763916,.55158907,1.4402165,.092323542,1.3464471,.65240687,,,3.1902819,-.009801642,,18.79401,.86956704,1.3955561,.08925546,1.3048549,.65240687,,,3.1175144,-.011986373,,18.24021,-.071254008,-15.061193,.054453842,-.10121699,-.01357005,-.089092627,.65240687,,,.67874724,-.085206635,,-.32014927
2013,"Manufacture of wood, paper, printing and reproduction",C16-C18,106793.8,101.38218,93.929794,91.020401,96.708679,94.882828,94.858498,95.269325,149625.31,101.56699,.3303178,.52084965,.87606376,.16034037,.71535844,.50852144,,,3.4445777,.02495702,,9.0802193,.23516643,.70930606,.14152807,.56741309,.50852144,,,2.9345067,.013084976,,7.3259711,-.10431591,-4.9214482,.24799478,.11434591,.074409284,.03957171,.50852144,,,1.1146691,-.029272264,,1.067144
2013,Manufacturing,C,3394533.3,89.135033,88.356033,89.03331,89.028572,93.189903,94.349869,92.491737,2770905.8,96.257034,.5068627,.51565486,1.0204877,.28766897,.73279876,.38263825,,,2.7656305,-.0020588641,,1.072551,.51762897,1.0516676,.30091634,.75073123,.38263825,,,2.8231516,-.00046237832,,1.2374645,.34416962,-1.1516804,.23130092,.54931551,.087482803,.46181273,.38263825,,,1.8964101,-.02618398,,-1.4195219
2013,"Market economy (all industries excluding L, O, P, Q, T and U)",MARKT,9088192,94.982857,84.549026,90.606377,92.839394,95.850685,96.252052,95.64753,11463224,92.826202,.047466151,.22841874,.29373702,.24225311,.051389325,.34566483,,,.56729329,.034958351,,2.0768108,.042063169,.28209978,.23934017,.042665023,.34566483,,,.51557529,.033693649,,1.9283019,.055582117,.12791149,.23465611,.31121767,.24662875,.064494327,.34566483,,,.64498037,.0368581,,2.29989
2013,Mining and quarrying,B,38084.629,100.22823,97.930557,112.20375,108.48622,101.70934,101.70934,102.06652,23365.654,81.178001,.35087413,.93057466,1.387038,.10513847,1.2816586,.43448865,,,22.848024,.10513847,,48.171551,.35506302,1.406373,.10603447,1.3000977,.43448865,,,23.167412,.10603447,,48.701607,.039559152,-14.219783,-.12849373,-.049935549,.03854838,-.088724695,.43448865,,,-.88861966,.03854838,,8.7781506
